text,risk_level,risk_label
"Peanut, Cold Pressed Coconut Oil, cocoa solids, GUAVA PULP, Bengal Gram, turmeric powder",1,Very Safe
"EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN), BUTTER, Invert Syrup, refined palmolein oil, Palm Oil, Refined Palm Oil, Wheat Flour, SYNTHETIC FOOD COLOURS, refined sugar",5,High Risk
rolled oats,1,Very Safe
"NOODLE POWDER | NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | REFINED WHEAT FLOUR | natural colour (160a (i)) | sugar | Water | EDIBLE COMMON SALT | EMULSIFIERS (E322, E476). | REFINED PALM OIL",4,Concerning
"Wheat Flour, FLAX & SESAME SEEDS, SUGAR",2,Safe
"liquid glucose | REFINED WHEAT FLOUR | Acidity Regulators (5000), 5010))&170(0)) | BUTTER | whole wheat flour | mixed fruit | edible palm oil | Flavouring Substances | Natural Food Colour (150) | Stabilizer (Pectin) | Wheat Flour | PRESERVATIVE (211)",4,Concerning
"FLOUR, Acidity Regulator(Ins 330 & Ins 260), Leavening agents ((5000), 503)), REFINED WHEAT FLOUR (53%), SALT, WATER, LIQUID GLUCOSE, RAISING AGENTS [503 (ii), 500 (ii) ), leavening agents ((5000), 503)), WATER, Natural Colour (150D)",4,Concerning
"black salt, TURMERIC POWDER, Milk solids",1,Very Safe
"flavouring substance, Refined Wheat Flour, APPLE ACIDITY REGULATOR 330, TOMATO POWDER, liquid glucose, WHEAT GLUTEN",4,Concerning
"orange juice, Cocoa Solids, water, corn flakes, cocoa solids",1,Very Safe
"MALTODEX- TRIN, acidity regulators (338, 331, 330), Cold Pressed Coconut Oil, Edible Palm Oil",4,Concerning
"Refined Palmolein, Palm Oil, LIQUID GLUCOSE, invert syrup, NATURAL FOOD COLOUR (150), Refined Palmolein",3,Moderate
"Edible Vegetable Oil (Palm Oil), Flavour Enhancers E627 E631, Refined Wheat Flour (Maida)",5,High Risk
"FLAVOURING SUBSTANCE, EMULSIFIERS (E322, E476)., emulsifier (soya lecithin), refined soyabean oil, GUAVA PULP, INVERT SUGAR SYRUP, Acidity Regulator (Ins 330), Anticaking Agent(Ins 554)",4,Concerning
"MALTODEX- TRIN, toned milk dahi, Edible starch",2,Safe
guava pulp | PALM OIL | REFINED PALM OIL | LIQUID GLUCOSE,3,Moderate
"CARBONATED WATER, PEAS, Jaggery, cinnamon",1,Very Safe
"Liquid Glucose, water, COLOUR (INS 150D), WATER, Palm oil",4,Concerning
FLAX & SESAME SEEDS,1,Very Safe
"Edible Vegetable Oil (Palm Oil), Salt, Refined Wheat Flour (Maida), Milk Solids, ARTIFICIAL SWEETENERS, REFINED SUGAR, SYNTHETIC FOOD COLOURS (110, 102), iodized salt, Preservative (Ins234)",5,High Risk
"HONEY, refined palmolein, cocoa solids, Humectant (4510), Emulsifiers (E322, E476)., Salt",4,Concerning
ACIDITY REGULATOR (260),4,Concerning
"WHOLE WHEAT, COCOA SOLIDS, Mango Pulp, bengal gram dal, OATS, MINERAL (CALCIUM CARBONATE)",1,Very Safe
"ANTIOXIDANT; Invert Syrup; thickeners (508 & 412); INVERT SUGAR SYRUP; REFINED WHEAT FLOUR; Palmolein; Palm oil; acidity regulators (5000), 5010))&170(0)); SYNTHETIC FOOD COLOUR (INS 133); Corn Flour",5,High Risk
synthetic food colours (ins 102 & 133) | Oats | APPLE ACIDITY REGULATOR 330 | ACIDITY REGULATOR (CITRIC ACID) | Antioxidant (INS 320) | sugar | ORANGE JUICE | ORANGE JUICE CONCENTRATE | Humectant (4510) | FLAVOURING SUBSTANCES-CHOCOLATE,5,High Risk
Liquid Glucose; refined palm oil; Sugar; IODISED SALT; REFINED PALM OIL; Artificial Flavour Substances (Rose); Cocoa Solids; Edible Vegetable Oil (Palmolein Oil); salt,5,High Risk
"Liquid Glucose, mineral (calcium carbonate), FRUIT JUICE POWDER, Palmolein",3,Moderate
"Palm oil, Acidity Regulators (5000), 5010))&170(0)), liquid glucose",4,Concerning
"water, MILK SOLIDS, ROCK SALT, Water, ORGANIC JAGGERY",1,Very Safe
anticidant [300],4,Concerning
"Refined Wheat flour (Maida), Refined Palm Oil, Flour",3,Moderate
"WHOLE WHEAT FLOUR, Bengal Gram",1,Very Safe
"HONEY, cocoa solids, Colour(S) (Ins 150C, Ins 150D)",4,Concerning
"MALTODEXTRIN, Flavour Enhancers E627 E631, refined palmolein oil, refined palm oil, sucrose, EMULSIFIERS (322,412,472E,471), jaggery, EMULSIFIERS (INS 322(1), INS 471)., Acidity regulator (339(1)), Wheat Flour",5,High Risk
APPLE ACIDITY REGULATOR 330 | ANTIOXIDANT(E300) | ANTIOXIDANT (INS 320) | REFINED PALM OIL | SUGAR | Natural Colour (150D) | antioxidant (300). | TONED MILK | Sugar | REFINED WHEAT FLOUR | Sugar,5,High Risk
Sugar; cocoa solids; added orange flavour,4,Concerning
"SUGAR, wheat bran, Rock Salt, Hydrogenated Vegetable Oil, FRUIT AND VEGETABLE EXTRACTS",2,Safe
"Sugar, water, Soya Flour, WHEAT BRAN, MILK SOLIDS",2,Safe
"refined palmolein oil, Leavening Agent (Ins 500 {I}), Refined Wheat Flour (Maida), Palmolein, acidity regulators (330, 331())",4,Concerning
"Black Salt, Invert Sugar Syrup, Food Colours (171, 110, 102),, Hydrogenated Vegetable Oil, refined wheat flour, Refined Wheat Flour (Maida), liquid glucose",4,Concerning
"REFINED WHEAT FLOUR, Orange Juice, REFINED PALM OIL, Palmolein",3,Moderate
MILK SOLIDS,1,Very Safe
"Rock Salt | Refined Palm Oil | NOODLE POWDER | HYDROGENATED VEGETABLE FATS | Butter | dehydrated vegetables (carrot, parsley) | Refined Palm Oil | ADDED FLAVOUR SUBSTANCES | natural food colour (150) | Emulsifier ((471),460()) | acidity regulator (ins 330) | CEREAL PRODUCTS",4,Concerning
"Stabilisers (415, 466, 1400),, Added Orange Flavour, Invert Syrup, artificial flavourin substances, Refined Wheat Flour, Synthetic Food Colours (E102 & E133)",5,High Risk
"WATER, Sunflower Oil, purified water",1,Very Safe
"REFINED WHEAT FLOUR, Salt, INVERT SUGAR SYRUP, Flavour Enhancers E627 E631",5,High Risk
"IMPROVERS[170(1) 510], edible vegetable oil (palm oil), Wheat Flour, improver [blend of antioxidant 300, anticaking agent 170(i) & flour improver 1100], Wheat flour (Maida), ANTICIDANT [300], Malt Extract, flavouring substances-chocolate, CORN FLOUR, sugar, corn flour",4,Concerning
"cocoa solids, Ferrous Citrate, CORN FLAKES, Cold Pressed Coconut Oil, Mixed spices",1,Very Safe
"Invert Syrup, refined wheat flour (maida), Refined Palm Oil, CARBONATED WATER, bengal gram dal",3,Moderate
cocoa butter,2,Safe
Refined Wheat Flour; ACIDITY REGULAR (INS-330); Sugar; flavour enhancers e627 e631; REFINED PALMOLEIN OIL; Class II Preservatives (E282); Acidity Regulator (330); Stabilizer (407),5,High Risk
"PERMITTED EMULSIFIER (E481()), honey, Invert Sugar Syrup, Acidity Regulator(INS 330 & INS 260), Sugar, Ragi, SODIUM BENZOATE (INS 211)., Refined Wheat Flour (Maida), SYNTHETIC FOOD COLOURS (E102 & E133), iodised salt, Artificial Flavour Substances (Rose)",5,High Risk
Ragi | Refined Wheat Flour | Sugar,3,Moderate
"Nature Identical Flavouring Substances Chocolate, sugar",2,Safe
"ORANGE JUICE, nature identical flavouring substances chocolate, liquid glucose, Refined sugar, palmolein, COLOUR (INS 150D), Refined Soyabean Oil, LIQUID GLUCOSE, IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(I) & FLOUR IMPROVER 1100], Edible Salt, sugar",4,Concerning
"Refined Palm Oil, Salt, Sugar",3,Moderate
"Acidity Regulator (330) | MILK SOLIDS | CAFFEINE | SYNTHETIC FOOD COLOURS (E102 & E133) | sodium hydrogen carbonate (raising agent, e500 (ii)) | Artificial flavoring substance. | EDIBLE VEGETABLE FAT | Orange Juice Concentrate | corn flour | toned milk",5,High Risk
"Vitamin A (Ace Vitamin D2 (Ergocalciferol), Sunflower Oil, Jaggery",1,Very Safe
"refined palmolein, Refined Soyabean Oil, Invert Sugar Syrup, SUCROSE, refined wheat flour",3,Moderate
"Emulsifiers [481(I), 471 & 472E], ANTIOXIDANT, Yeast, Artificial flavoring substance., Refined Wheat Flour, wheat flour (maida)",5,High Risk
"Refined Wheat Flour | Flavour Enhancers (Ins 627&Ins 631). | EMULSIFIER (322) | added orange flavours | Synthetic Food Colour-124 | PRESERVATIVES (280, 281 & 200] | REFINED WHEAT FLOUR",5,High Risk
"sugar, EDIBLE COMMON SALT, wheat gluten",2,Safe
"milk solids, MANGO PULP, cocoa solids, ROCK SALT, Cinnamon",1,Very Safe
Refined Soyabean Oil; CINNAMON; REFINED PALMOLEIN OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE; artificial flavourin substances; acidity regulator (260); LIQUID GLUCOSE; VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL),5,High Risk
Flavour Enhancers E627 E631; Salt; Guava Pulp,5,High Risk
"Iodized salt, lodized Salt, REFINED WHEAT FLOUR, Preservative (211), REFINED WHEAT FLOUR, antioxidant, ANTIOXIDANT (INS 307B)",4,Concerning
"INVERT SUGAR SYRUP, COCOA BUTTER",3,Moderate
"COMMON SALT, toned milk dahi, EDIBLE VEGETABLE FAT, WATER",2,Safe
"MILK SOLIDS | invert sugar syrup | emuls 472e, 481 (1) | refined sugar | Palm Oil",3,Moderate
Asafoetida,1,Very Safe
"PALMOLEIN, Flax & Sesame Seeds, rolled oats, palm oil",3,Moderate
"sodium benzoate (ins 211).; flavouring substances; Salt; ACIDITY REGULATORS (330, 331()); Spices And Condiments",5,High Risk
"palm oil, butter, natural essential oils, Refined Wheat Flour (Maida)",3,Moderate
"Orange Juice, JAGGERY, Cocoa Solids, Ragi, RICE FLOUR",1,Very Safe
Natural Cereal Fibre,1,Very Safe
"ACIDITY REGULATOR (339(1)), Refined Wheat Flour, ANTIOXIDANT, SALT, ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK, Milk Solids, liquid glucose, EDIBLE VEGETABLE FAT",5,High Risk
Sweetener (955). | Refined Wheat Flour | Edible Common Salt | turmeric powder | ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK | SUGAR,5,High Risk
peas,1,Very Safe
"SYNTHETIC FOOD COLOUR-124, PEAS, artificial flavouring substances-vanilla, chocolate, Acidity Regulator (Ins 330), Refined Wheat Flour (Maida), yeast, Refined Palm Oil",5,High Risk
"CLASS II PRESERVATIVE, INVERT SUGAR SYRUP, INVERT SUGAR SYRUP, SUGAR, INVERT SYRUP, EDIBLE VEGETABLE OIL (PALM), Refined Wheat Flour, COLD PRESSED COCONUT OIL, Orange Fruit Powder, Liquid Glucose, wheat flour (maida)",4,Concerning
"FRUIT AND VEGETABLE EXTRACTS, soya flour, Peas, LEMON JUICE CONCENTRATE",2,Safe
"ARTIFICIAL FLAVOUR SUBSTANCES (ROSE); SYNTHETIC FOOD COLOURS (E102 & E133); ORANGE JUICE; Palm oil; SYNTHETIC FOOD COLOUR-124; Soya Flour; refined wheat flour (maida); EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN); EMULSIFIERS (322,472E,471)",5,High Risk
Palmolein; PRESERVATIVE (211); MAIZE STARCH; Maltodextrin; Hydrogenated Vegetable Fats; acidity regulator (339(1)); ACIDITY REGULATOR (INS 330).; Palm Oil; sugar; SUGAR; Edible Palm Oil; invert sugar syrup,4,Concerning
SUGAR,2,Safe
jaggery,1,Very Safe
flax & sesame seeds | Acidity Regular (Ins-330) | Bengal Gram Dal | class ii preservative | SYNTHETIC FOOD COLOURS (E102 & E133) | PRESERVATIVE (211) | Thickeners (508 & 412) | Thickener (508) | Refined Wheat Flour,5,High Risk
"refined wheat flour, Asafoetida, HYDROGENATED VEGETABLE FATS, iodized salt, Palm Oil, Jaggery, Emulsifier ((471),460()), ARTIFICIAL FLAVORING SUBSTANCE.",5,High Risk
Vitamin A (Ace Vitamin D2 (Ergocalciferol) | EDIBLE COMMON SEQUESTRANT (339(1)) | EDIBLE COMMON SALT,4,Concerning
Mixed Fruit | Maltitol (965) | Edible Common Salt | Wheat flour (Maida) | Edible Salt | soya flour | ANTIOXIDANT (INS 300). | WHEAT FLOUR (MAIDA) | ANTICIDANT [300] | Cold Pressed Coconut Oil | invert syrup,4,Concerning
"water, Peas, NATURAL CEREAL FIBRE, Whole Wheat",1,Very Safe
"Refined sugar | Emulsifiers (322,472E,471) | SUGAR | orange fruit powder",4,Concerning
"EDIBLE VEGETABLE FAT, bengal gram, Edible Vegetable Oils (Palm), Sugar, SUGAR, sugar",2,Safe
"EDIBLE VEGETABLE FAT; INVERT SYRUP; Acidity Regulators (5000), 5010))&170(0)); cold pressed coconut oil; LIQUID GLUCOSE; Sweetener (960); EDIBLE VEGETABLE OIL (PALM OIL); refined wheat flour; stabilizer (pectin)",5,High Risk
"WATER, MILK SOLIDS, Milk solids, milk solids, Cinnamon, Toned Milk",1,Very Safe
"Sweeteners( 951, 950), ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK, artificial flavourin substances, FLAVOURING SUBSTANCE, Refined Palmolein, invert syrup, added orange flavour, INVERT SYRUP, Red Chilli Powder, Wheat Flour, Edible vegetable oil (Palm oil), Refined Palmolein oil",5,High Risk
"Carbonated Water, wheat bran, Mineral (Zinc B, Vitamin E (Acetate)",1,Very Safe
"Edible Vegetable Oil (Mustard Oil), cold pressed coconut oil, yeast",1,Very Safe
"WHEAT FLOUR, CLASS II PRESERVATIVE, REFINED SOYABEAN OIL, sugar, ANTIOXIDANT (INS 320), GLUTEN, Bengal Gram, Flour Treatment Agent (1100), SALT, edible vegetable oil (palm), acidity regulator (ins 330)",5,High Risk
"peas; Sugar; cocoa solids; Refined Wheat Flour (Maida); Edible Vegetable Oil; EDIBLE VEGETABLE OIL (MUSTARD OIL); Organic Jaggery; EMULSIFIERS (E322, E476).",4,Concerning
"REFINED WHEAT FLOUR, Cinnamon, Refined Palmolein, natural cereal fibre, water",3,Moderate
"Wheat gluten, Milk Solids, natural spice extracts, Yeast",1,Very Safe
"Refined Soyabean Oil | Wheat Flour | Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)) | Cocoa solids | Hydrogenated vegetable fats | Liquid Glucose",4,Concerning
"Orange Fruit Powder, edible salt, Organic Whole Wheat Flour, EDIBLE VEGETABLE OILS (PALM)",2,Safe
"Refined Palm Oil, Butter, Refined Wheat Flour (Maida)",3,Moderate
"Acidity Regulator (Ins 330) | Acidity Regulator (330) | humectant (4510) | Potassium Carbonate (Acidity Regulator, E501(i)) | MIXED FRUIT | sugar | sugar",4,Concerning
ACIDITY REGULATOR (INS 260),4,Concerning
"REFINED PALM OIL, INVERT SYRUP",3,Moderate
Maltodextrin; RICE FLOUR; flavouring substance; Bengal gram dal; INVERT SYRUP; Sugar; MALTODEX- TRIN,4,Concerning
"IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(I) & FLOUR IMPROVER 1100] | water | Artificial Flavouring Substances-Vanilla, Chocolate | Sugar",5,High Risk
milk solids,1,Very Safe
"WATER, ORANGE JUICE, milk solids",1,Very Safe
"edible vegetable fat, EDIBLE VEGETABLE OIL (PALM), malt extract",2,Safe
"ADDED FLAVOUR SUBSTANCES, Flavour Enhancers (Ins 627&Ins 631)., WHEAT FLOUR, Refined Wheat Flour, Toned Milk Dahi",5,High Risk
REFINED PALM OIL,3,Moderate
"invert syrup, SALT, HONEY",3,Moderate
"acidity regulator (ins 330); Double Toned Milk; REFINED WHEAT FLOUR; Wheat flour (Maida); Soya Flour; Wheat Flour; CORN FLAKES; Synthetic Food Colour (INS-122)(INS-124); EMULSIFIERS (E322, E476).; Sugar; REFINED PALMOLEIN OIL; artificial flavourin substances",5,High Risk
"WATER, Rice Flakes, Glucose, mixed spices",1,Very Safe
"REFINED PALM OIL, EDIBLE VEGETABLE OIL (PALM), Double Toned Milk",3,Moderate
"EDIBLE VEGETABLE OIL (PALM) | Emulsifier ((471),460()) | CLASS II PRESERVATIVE | Refined sugar | Palm Oil | improvers[170(1) 510] | SYNTHETIC FOOD COLOURS (INS 102 & 133) | EDIBLE COMMON SALT | IMPROVERS[170(1) 510]",5,High Risk
"synthetic food colours | EDIBLE COMMON SALT | SUGAR | WATER | Acidity Regulators (5000), 5010))&170(0)) | Wheat Flour (Maida) | sugar | flavour enhancers e627 e631 | Refined Soyabean Oil | Refined Palm Oil",5,High Risk
"Sugar, Orange Fruit Powder, Mineral (Calcium Carbonate), EMULSIFIERS (E322, E476)., NATURAL CEREAL FIBRE, SODIUM BENZOATE (INS 211)., HYDROGENATED VEGETABLE FATS, EDIBLE VEGETABLE FAT, Acidity Regulator (330), Edible Common Salt, synthetic food colour-124",5,High Risk
"malt extract, Malt Extract, cocoa solids, FRUIT JUICE POWDER",2,Safe
Water,1,Very Safe
"Sugar, BENGAL GRAM, Edible Vegetable Oil (Mustard Oil), Spices",2,Safe
"Palm oil, Salt",3,Moderate
ARTIFICIAL FLAVORING SUBSTANCE.,5,High Risk
"MAIZE STARCH, emulsifier ((471),460()), REFINED PALMOLEIN, edible common salt, SYNTHETIC FOOD COLOURS, liquid glucose, Sugar, NATURAL COLOUR (160A (I)), invert syrup, SUGAR, edible vegetable oil (soyabean, palmolein), LEAVENING AGENTS ((5000), 503))",5,High Risk
"Ragi, acidity regular (ins-330), IODISED SALT, Sugar",4,Concerning
"edible palm oil, EMULSIFIER, Salt",4,Concerning
FLOUR,2,Safe
"Spices, SUGAR, caffeine, NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, EDIBLE PALM OIL, Butter",3,Moderate
"Citric Acid (Acidifying Agent, E330) | SYNTHETIC FOOD COLOURS (E102 & E133) | EMULS 472E, 481 (1) | emulsifiers (e322, e476). | Sodium Polyphosphate (Emulsifying Agent, E452(I)) | SUCROSE | preservatives (280, 281 & 200] | SOYA FLOUR | butter",5,High Risk
"NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, Malt Extract, sugar, BLACK SALT",2,Safe
Antioxidant (300).,4,Concerning
"asafoetida, Peanut, Caffeine",1,Very Safe
"SALT, MILK SOLIDS, palmolein, stabilizer (407), flavouring substances",4,Concerning
SUGAR; colour (INS 150d); WHEAT FLOUR; EDIBLE VEGETABLE OILS (PALM); ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK,5,High Risk
LIQUID GLUCOSE; Palm oil; ANTIOXIDANT; Sugar; ANTICAKING AGENT (INS 551),4,Concerning
Vitamin A (Ace Vitamin D2 (Ergocalciferol); Acidity regulators (330&500()); Palm oil,4,Concerning
"NATURAL ESSENTIAL OILS, BLACK SALT, Organic Whole Millets Flour, bengal gram dal, FLAX & SESAME SEEDS, vitamin b2 (riboflavin)",1,Very Safe
"refined wheat flour, Choco Crème, SUGAR, SYNTHETIC FOOD COLOURS, WHEAT FLOUR (MAIDA), Sugar, REFINED WHEAT FLOUR, permitted emulsifier (e481()), Emulsifying Stabilizing Agents (Ins 414, Ins 331, Ins 415), natural essential oils",5,High Risk
Maltitol (965),4,Concerning
"LIQUID GLUCOSE, corn flour",3,Moderate
"Emulsifying Stabilizing Agents (Ins 414, Ins 331, Ins 415); synthetic food colours; Milk solids",5,High Risk
"SUGAR, iodised salt",2,Safe
"Synthetic Food Colour (INS-122)(INS-124) | FLAVOURING SUBSTANCES | CHOCO CREAM | OATS | FLAVOURING SUBSTANCES | REFINED PALM OIL | Milk solids | ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN | RAISING AGENTS [503(II),500(II)] | LIQUID GLUCOSE",5,High Risk
refined wheat flour | Anticaking Agent(Ins 554) | Salt | Wheat Flour (Maida) | caffeine | Edible common Sequestrant (339(1)) | COCOA SOLIDS | Organic Whole Wheat Flour | HONEY,4,Concerning
"EMULSIFIERS (322,412,472e,471)",4,Concerning
"REFINED PALMOLEIN, liquid glucose, Refined Palmolein, refined sugar, CHOCO CREAM, Natural Cereal Fibre",3,Moderate
"Sugar | Stabilizer (Ins 170) | Refined Palmolein Oil | SUGAR | acidity regulator (ins 260) | flavouring substance | REFINED PALM OIL | Synthetic Food Colours | refined palm oil | acidity regulator (ins-330) | Raising Nts (Ins 503(Ii), Ins 500(Ii), Ins 450(I)), Cocoa Solids (0.7%) | RAISING AGENTS [503 (ii), 500 (ii) )",5,High Risk
"Refined Wheat Flour (53%), Malt Extract, refined wheat flour (maida), Edible Vegetable Oil (Palm), LIQUID GLUCOSE",3,Moderate
"Toned Milk, Cocoa Solids",1,Very Safe
"Hydrogenated Vegetable Oil, MILK SOLIDS, sugar",2,Safe
"RAGI, double toned milk, CORN FLAKES, bengal gram, Milk Solids",1,Very Safe
"Palmolein, liquid glucose, MIXED FRUIT, EDIBLE COMMON SALT",3,Moderate
"Refined Wheat Flour (Maida), Vitamin A (Ace Vitamin D2 (Ergocalciferol), WHEAT GLUTEN, Refined Wheat Flour (Maida), Palm oil",3,Moderate
"Sugar, WATER, yeast, sugar, Soya Flour, emuls 472e, 481 (1)",2,Safe
"Artificial Flavourin Substances | tertiary butylhydroquinone (antioxidant, e319) | ADDED FLAVOUR NATURE IDENTICAL FLAVOURING SUBSTANCE | FLAX & SESAME SEEDS | hydrogenated vegetable oil | RICE FLOUR | Flavour Enhancer (635) | Tomato Powder",5,High Risk
"edible palm oil, FRUIT AND VEGETABLE EXTRACTS, CORN FLOUR, Refined Wheat Flour, Palm oil, LEMON JUICE CONCENTRATE",3,Moderate
"ANTIOXIDANT (300). | EMULSIFIERS (INS 322(1), INS 471). | refined wheat flour (maida) | MALTODEXTRIN | Refined Wheat Flour (Maida) | Refined Wheat Flour (53%) | choco cream",4,Concerning
"ACIDITY REGULATORS (330, 331()); Tomato Powder; Anticaking Agent(Ins 554)",4,Concerning
"milk solids, JAGGERY",1,Very Safe
"Sucrose, soya flour",2,Safe
"WHEAT FLOUR (MAIDA), Palm oil, COMMON SALT, emuls 472e, 481 (1), edible common salt, edible vegetable fat",3,Moderate
"REFINED PALMOLEIN, EMULSIFIERS [481(i), 471 & 472e], Artificial Flavoring Substance., FLAVOURING SUBSTANCES, SWEETENERS( 951, 950), refined wheat flour (maida), Invert Sugar Syrup, Wheat Flour (Maida), emulsifiers [471,481 (i)], Class Ii Preservatives (E282), SUGAR, Refined Wheat Flour",5,High Risk
"REFINED PALM OIL, Water",3,Moderate
"vitamin b1 (the chloride hydrochloride); POTASSIUM CHLORIDE (GELLING AGENT, E508); potassium carbonate (acidity regulator, e501(i)); antioxidant(e300); EDIBLE COMMON SALT; Vitamin B1 (The Chloride Hydrochloride); refined palm oil; FRUIT AND VEGETABLE EXTRACTS; colour (INS 150d)",4,Concerning
"Sugar, Bengal Gram",2,Safe
"palmolein, invert syrup, PALM OIL, refined palmolein oil",3,Moderate
"Acidity Regulator (INS 330), SUGAR, edible palm oil, Liquid Glucose, Added Orange Flavours, LEAVENING AGENT (INS 500 {I}), stabilizer (e 440), Palm Oil, refined wheat flour (maida), palm oil, Refined Soyabean Oil, LIQUID GLUCOSE",4,Concerning
Refined Sugar | Milk Solids | Refined Wheat Flour (Maida),3,Moderate
"REFINED WHEAT FLOUR (53%); Sugar; liquid glucose; Soy Sauce Powder (soybean, wheat, salt); SOYA FLOUR; ADDED FLAVOUR NATURE IDENTICAL FLAVOURING SUBSTANCE; PALM OIL",4,Concerning
"synthetic food colour (ins 133), SWEETENER (955)., artificial sweeteners, refined palmolein, Corn Flour, added orange flavour, EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN), Milk Solids, palm oil, SYNTHETIC FOOD COLOURS, SUGAR",5,High Risk
"mineral (zinc b, vitamin e (acetate)",1,Very Safe
"Emulsifier ((471),460()) | MALT EXTRACT | Salt | spices and condiments | corn flour | palm oil | SUGAR | EMULS 472e, 481 (1)",4,Concerning
"Sodium Hydrogen Carbonate (Raising Agent, E500 (Ii)), SPICES & CONDIMENTS, leavening agents ((5000), 503)), hydrogenated vegetable oil, Acidity Regulator (330), Food Colours (171, 110, 102),, asafoetida",4,Concerning
"SUGAR, maltodex- trin, WATER, Water, cocoa solids, natural food colour (150)",2,Safe
"Tertiary Butylhydroquinone (Antioxidant, E319)",5,High Risk
"REFINED PALM OIL, refined palm oil, Almond",3,Moderate
"BUTTER, maltodex- trin, COCOA SOLIDS, SUGAR, TOMATO POWDER",2,Safe
"acidity regulators (330&500()); Refined Wheat Flour; ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK; Sugar; EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415); EMULSIFIERS (INS 322(1), INS 471).; liquid glucose; Antioxidant (300).",5,High Risk
"choco crème, Noodle powder, Flavour Enhancers (Ins 627&Ins 631)., synthetic food colour (ins-122)(ins-124)",5,High Risk
"synthetic food colour-124 | EMULSIFIERS [481(I), 471 & 472E] | synthetic food colour (ins 133) | raising agents [503(ii),500(ii)] | REFINED WHEAT FLOUR (MAIDA) | natural spice oils | antioxidant (ins 322(1)) | Refined Wheat Flour | palm oil | butter | sesame seeds | Refined Palm Oil",5,High Risk
"Refined Soyabean Oil; Refined Palmolein; Refined Palmolein oil; food colours (171, 110, 102),; Whole Wheat; Liquid glucose; Orange Juice; LIQUID GLUCOSE; maltodextrin",4,Concerning
"edible vegetable oil; Emulsifiers [471,481 (i)]; Antioxidant (INS 300).; REFINED WHEAT FLOUR (MAIDA); refined palmolein; Sugar; Palmolein; MILK SOLIDS",4,Concerning
"ROCK SALT, vitamin a (ace vitamin d2 (ergocalciferol), GLUCOSE",1,Very Safe
"Sesame Seeds, Cinnamon, choco crème",1,Very Safe
"Artificial Flavouring Substances Ethyl Vanillin, VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), SUGAR, refined soyabean oil, Refined Palmolein Oil, LIQUID GLUCOSE, Acidity Regulator (260), Vitamin B1 (The chloride hydrochloride), Vitamin B1 (The chloride hydrochloride)",5,High Risk
"EDIBLE COMMON SALT, COCOA SOLIDS, ASAFOETIDA, Whole Wheat Flour",2,Safe
"edible salt, butter, acidity regulators (338, 331, 330), Artificial Flavour Substances (Rose), CHOCO CREAM, invert syrup, acidity regulator (330)",5,High Risk
"Raising Agents [503(Ii),500(Ii)]; Sugar; VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL); Vitamins; ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; REFINED SOYABEAN OIL; refined wheat flour (maida); Invert Syrup; SWEETENER (960); artificial flavouring substance vanilla and milk; Flavour Enhancers E627 E631; Acidity Regular (Ins-330)",5,High Risk
"ACIDITY REGULAR (INS-330) | ACIDITY REGULATOR (INS 330) | Wheat Gluten | LEAVENING AGENT (INS 500 {I}) | Sugar | EMULSIFIERS [481(I), 471 & 472E] | refined palm oil | Soya Flour | bengal gram | REFINED WHEAT FLOUR | Added Orange Flavours",4,Concerning
"APPLE ACIDITY REGULATOR 330, Salt, Edible Common Salt",4,Concerning
"ORGANIC WHOLE WHEAT FLOUR, water",1,Very Safe
"milk solids, Edible Vegetable Oil (Palmolein Oil), Maltitol (965), refined wheat flour, BUTTER, Liquid Glucose, LIQUID GLUCOSE, PRESERVATIVE (211), TOMATO POWDER",4,Concerning
"Peas, milk solids, Cold Pressed Coconut Oil, CORN FLAKES, bengal gram, whole wheat flour(atta)",1,Very Safe
"Sugar, Milk Solids",2,Safe
"WHEAT GLUTEN, natural essential oils, NATURAL CEREAL FIBRE",1,Very Safe
EDIBLE COMMON SALT,2,Safe
